Beach Name,Date,Measurement Timestamp,DNA Reading Mean,Ecoli Predicted Level,Latitude_ecoli,Longitude_ecoli,Location_ecoli,Nearest Weather Station,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
Howard,2017-08-14,08/14/2017 12:00:00 AM,826.8,103.5,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.56,61,,0.0,,,115,0.4,0.6,992.9,0
Marion Mahony Griffin (Jarvis),2017-08-14,08/14/2017 12:00:00 AM,104.2,42.6,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.56,61,,0.0,,,115,0.4,0.6,992.9,0
Osterman,2017-08-14,08/14/2017 12:00:00 AM,145.3,64.8,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.56,61,,0.0,,,115,0.4,0.6,992.9,0
Rogers,2017-08-14,08/14/2017 12:00:00 AM,291.5,59.3,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.56,61,,0.0,,,115,0.4,0.6,992.9,0
Foster,2017-08-15,08/15/2017 12:00:00 AM,91.0,87.7,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.28,81,,0.0,,,190,0.9,1.0,987.5,0
Hartigan (Albion),2017-08-15,08/15/2017 12:00:00 AM,181.3,31.2,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.28,81,,0.0,,,190,0.9,1.0,987.5,0
Howard,2017-08-15,08/15/2017 12:00:00 AM,93.2,73.4,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.28,81,,0.0,,,190,0.9,1.0,987.5,0
Marion Mahony Griffin (Jarvis),2017-08-15,08/15/2017 12:00:00 AM,146.2,23.2,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.28,81,,0.0,,,190,0.9,1.0,987.5,0
Osterman,2017-08-15,08/15/2017 12:00:00 AM,71.7,79.5,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.28,81,,0.0,,,190,0.9,1.0,987.5,0
Rogers,2017-08-15,08/15/2017 12:00:00 AM,422.8,34.9,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.28,81,,0.0,,,190,0.9,1.0,987.5,0
Foster,2017-08-17,08/17/2017 12:00:00 AM,95.0,146.8,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,26.17,75,,0.0,,,174,3.4,4.0,987.5,0
Hartigan (Albion),2017-08-17,08/17/2017 12:00:00 AM,495.8,73.2,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,26.17,75,,0.0,,,174,3.4,4.0,987.5,0
Howard,2017-08-17,08/17/2017 12:00:00 AM,798.8,88.2,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,26.17,75,,0.0,,,174,3.4,4.0,987.5,0
Marion Mahony Griffin (Jarvis),2017-08-17,08/17/2017 12:00:00 AM,233.7,47.2,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,26.17,75,,0.0,,,174,3.4,4.0,987.5,0
Osterman,2017-08-17,08/17/2017 12:00:00 AM,281.7,105.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,26.17,75,,0.0,,,174,3.4,4.0,987.5,0
Rogers,2017-08-17,08/17/2017 12:00:00 AM,801.6,56.4,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,26.17,75,,0.0,,,174,3.4,4.0,987.5,0
Foster,2017-08-19,08/19/2017 12:00:00 AM,49.5,120.0,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,22.28,61,,0.0,,,295,3.0,3.9,989.5,0
Hartigan (Albion),2017-08-19,08/19/2017 12:00:00 AM,76.5,86.5,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,22.28,61,,0.0,,,295,3.0,3.9,989.5,0
Howard,2017-08-19,08/19/2017 12:00:00 AM,88.7,124.1,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,22.28,61,,0.0,,,295,3.0,3.9,989.5,0
Marion Mahony Griffin (Jarvis),2017-08-19,08/19/2017 12:00:00 AM,150.0,79.1,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,22.28,61,,0.0,,,295,3.0,3.9,989.5,0
Osterman,2017-08-19,08/19/2017 12:00:00 AM,197.3,125.6,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,22.28,61,,0.0,,,295,3.0,3.9,989.5,0
Rogers,2017-08-19,08/19/2017 12:00:00 AM,601.7,101.0,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,22.28,61,,0.0,,,295,3.0,3.9,989.5,0
Foster,2017-08-20,08/20/2017 12:00:00 AM,66.2,61.9,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,22.5,66,,0.0,,,164,0.6,0.8,993.6,0
Hartigan (Albion),2017-08-20,08/20/2017 12:00:00 AM,380.5,35.2,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,22.5,66,,0.0,,,164,0.6,0.8,993.6,0
Howard,2017-08-20,08/20/2017 12:00:00 AM,475.6,64.6,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,22.5,66,,0.0,,,164,0.6,0.8,993.6,0
Marion Mahony Griffin (Jarvis),2017-08-20,08/20/2017 12:00:00 AM,163.0,21.6,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,22.5,66,,0.0,,,164,0.6,0.8,993.6,0
Osterman,2017-08-20,08/20/2017 12:00:00 AM,40.3,36.4,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,22.5,66,,0.0,,,164,0.6,0.8,993.6,0
Rogers,2017-08-20,08/20/2017 12:00:00 AM,191.0,22.9,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,22.5,66,,0.0,,,164,0.6,0.8,993.6,0
Foster,2017-08-22,08/22/2017 12:00:00 AM,244.5,145.5,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,23.0,80,,0.0,,,205,8.4,9.7,989.5,0
Hartigan (Albion),2017-08-22,08/22/2017 12:00:00 AM,630.6,49.0,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,23.0,80,,0.0,,,205,8.4,9.7,989.5,0
Howard,2017-08-22,08/22/2017 12:00:00 AM,360.3,108.6,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,23.0,80,,0.0,,,205,8.4,9.7,989.5,0
Marion Mahony Griffin (Jarvis),2017-08-22,08/22/2017 12:00:00 AM,195.3,34.8,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,23.0,80,,0.0,,,205,8.4,9.7,989.5,0
Osterman,2017-08-22,08/22/2017 12:00:00 AM,131.8,109.7,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,23.0,80,,0.0,,,205,8.4,9.7,989.5,0
Rogers,2017-08-22,08/22/2017 12:00:00 AM,649.4,42.2,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,23.0,80,,0.0,,,205,8.4,9.7,989.5,0
Foster,2017-08-23,08/23/2017 12:00:00 AM,41.7,161.1,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.56,50,,0.0,,,287,1.9,2.1,993.6,0
Hartigan (Albion),2017-08-23,08/23/2017 12:00:00 AM,321.0,98.3,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.56,50,,0.0,,,287,1.9,2.1,993.6,0
Howard,2017-08-23,08/23/2017 12:00:00 AM,504.2,100.7,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.56,50,,0.0,,,287,1.9,2.1,993.6,0
Marion Mahony Griffin (Jarvis),2017-08-23,08/23/2017 12:00:00 AM,924.5,86.4,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.56,50,,0.0,,,287,1.9,2.1,993.6,0
Osterman,2017-08-23,08/23/2017 12:00:00 AM,146.6,169.4,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.56,50,,0.0,,,287,1.9,2.1,993.6,0
Rogers,2017-08-23,08/23/2017 12:00:00 AM,351.7,128.3,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.56,50,,0.0,,,287,1.9,2.1,993.6,0
Foster,2017-08-24,08/24/2017 12:00:00 AM,463.7,50.3,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.17,64,,0.0,,,253,0.4,0.5,994.6,0
Hartigan (Albion),2017-08-24,08/24/2017 12:00:00 AM,183.6,31.5,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.17,64,,0.0,,,253,0.4,0.5,994.6,0
Howard,2017-08-24,08/24/2017 12:00:00 AM,189.4,66.5,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.17,64,,0.0,,,253,0.4,0.5,994.6,0
Marion Mahony Griffin (Jarvis),2017-08-24,08/24/2017 12:00:00 AM,106.2,21.9,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.17,64,,0.0,,,253,0.4,0.5,994.6,0
Osterman,2017-08-24,08/24/2017 12:00:00 AM,180.0,50.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.17,64,,0.0,,,253,0.4,0.5,994.6,0
Rogers,2017-08-24,08/24/2017 12:00:00 AM,167.6,24.4,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.17,64,,0.0,,,253,0.4,0.5,994.6,0
Foster,2017-08-25,08/25/2017 12:00:00 AM,425.8,59.1,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,17.78,50,,0.0,,,358,3.8,4.3,999.0,0
Hartigan (Albion),2017-08-25,08/25/2017 12:00:00 AM,160.8,33.4,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,17.78,50,,0.0,,,358,3.8,4.3,999.0,0
Howard,2017-08-25,08/25/2017 12:00:00 AM,336.3,73.5,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,17.78,50,,0.0,,,358,3.8,4.3,999.0,0
Marion Mahony Griffin (Jarvis),2017-08-25,08/25/2017 12:00:00 AM,556.3,25.7,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,17.78,50,,0.0,,,358,3.8,4.3,999.0,0
Osterman,2017-08-25,08/25/2017 12:00:00 AM,429.7,51.6,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,17.78,50,,0.0,,,358,3.8,4.3,999.0,0
Rogers,2017-08-25,08/25/2017 12:00:00 AM,811.3,28.3,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,17.78,50,,0.0,,,358,3.8,4.3,999.0,0
Foster,2017-08-26,08/26/2017 12:00:00 AM,205.4,135.2,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.78,59,,0.0,,,101,1.9,2.3,1002.0,0
Hartigan (Albion),2017-08-26,08/26/2017 12:00:00 AM,743.6,81.1,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.78,59,,0.0,,,101,1.9,2.3,1002.0,0
Howard,2017-08-26,08/26/2017 12:00:00 AM,351.8,80.3,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.78,59,,0.0,,,101,1.9,2.3,1002.0,0
Marion Mahony Griffin (Jarvis),2017-08-26,08/26/2017 12:00:00 AM,323.0,28.5,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.78,59,,0.0,,,101,1.9,2.3,1002.0,0
Osterman,2017-08-26,08/26/2017 12:00:00 AM,28.2,63.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.78,59,,0.0,,,101,1.9,2.3,1002.0,0
Rogers,2017-08-26,08/26/2017 12:00:00 AM,247.3,38.5,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.78,59,,0.0,,,101,1.9,2.3,1002.0,0
Foster,2017-08-27,08/27/2017 12:00:00 AM,63.6,148.5,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,21.0,49,,0.0,,,131,0.9,1.5,999.7,0
Hartigan (Albion),2017-08-27,08/27/2017 12:00:00 AM,587.0,61.5,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,21.0,49,,0.0,,,131,0.9,1.5,999.7,0
Howard,2017-08-27,08/27/2017 12:00:00 AM,538.9,78.1,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,21.0,49,,0.0,,,131,0.9,1.5,999.7,0
Marion Mahony Griffin (Jarvis),2017-08-27,08/27/2017 12:00:00 AM,593.4,44.6,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,21.0,49,,0.0,,,131,0.9,1.5,999.7,0
Osterman,2017-08-27,08/27/2017 12:00:00 AM,187.0,113.0,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,21.0,49,,0.0,,,131,0.9,1.5,999.7,0
Rogers,2017-08-27,08/27/2017 12:00:00 AM,571.6,64.9,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,21.0,49,,0.0,,,131,0.9,1.5,999.7,0
Foster,2017-08-28,08/28/2017 12:00:00 AM,22.6,38.0,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,18.67,84,,0.0,,,97,0.6,0.8,994.6,0
Hartigan (Albion),2017-08-28,08/28/2017 12:00:00 AM,760.8,23.3,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,18.67,84,,0.0,,,97,0.6,0.8,994.6,0
Howard,2017-08-28,08/28/2017 12:00:00 AM,438.4,53.3,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,18.67,84,,0.0,,,97,0.6,0.8,994.6,0
Marion Mahony Griffin (Jarvis),2017-08-28,08/28/2017 12:00:00 AM,123.8,16.9,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,18.67,84,,0.0,,,97,0.6,0.8,994.6,0
Osterman,2017-08-28,08/28/2017 12:00:00 AM,46.0,34.4,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,18.67,84,,0.0,,,97,0.6,0.8,994.6,0
Rogers,2017-08-28,08/28/2017 12:00:00 AM,329.4,18.7,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,18.67,84,,0.0,,,97,0.6,0.8,994.6,0
Foster,2017-08-29,08/29/2017 12:00:00 AM,199.1,295.4,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.89,76,,0.0,,,41,0.6,0.7,993.9,0
Hartigan (Albion),2017-08-29,08/29/2017 12:00:00 AM,129.9,28.5,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.89,76,,0.0,,,41,0.6,0.7,993.9,0
Howard,2017-08-29,08/29/2017 12:00:00 AM,108.9,85.5,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.89,76,,0.0,,,41,0.6,0.7,993.9,0
Marion Mahony Griffin (Jarvis),2017-08-29,08/29/2017 12:00:00 AM,144.6,22.7,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.89,76,,0.0,,,41,0.6,0.7,993.9,0
Osterman,2017-08-29,08/29/2017 12:00:00 AM,100.8,98.8,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.89,76,,0.0,,,41,0.6,0.7,993.9,0
Rogers,2017-08-29,08/29/2017 12:00:00 AM,332.9,28.8,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.89,76,,0.0,,,41,0.6,0.7,993.9,0
Foster,2017-08-30,08/30/2017 12:00:00 AM,56.2,239.7,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.28,76,,0.0,,,358,1.2,1.5,994.9,0
Hartigan (Albion),2017-08-30,08/30/2017 12:00:00 AM,580.6,140.7,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.28,76,,0.0,,,358,1.2,1.5,994.9,0
Howard,2017-08-30,08/30/2017 12:00:00 AM,70.0,170.2,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.28,76,,0.0,,,358,1.2,1.5,994.9,0
Marion Mahony Griffin (Jarvis),2017-08-30,08/30/2017 12:00:00 AM,280.7,156.7,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.28,76,,0.0,,,358,1.2,1.5,994.9,0
Osterman,2017-08-30,08/30/2017 12:00:00 AM,128.5,178.8,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.28,76,,0.0,,,358,1.2,1.5,994.9,0
Rogers,2017-08-30,08/30/2017 12:00:00 AM,231.3,157.5,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.28,76,,0.0,,,358,1.2,1.5,994.9,0
Foster,2017-09-02,09/02/2017 12:00:00 AM,339.5,108.2,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,18.67,48,,0.0,,,85,2.5,3.0,997.0,0
Hartigan (Albion),2017-09-02,09/02/2017 12:00:00 AM,1498.4,107.6,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,18.67,48,,0.0,,,85,2.5,3.0,997.0,0
Howard,2017-09-02,09/02/2017 12:00:00 AM,428.9,87.3,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,18.67,48,,0.0,,,85,2.5,3.0,997.0,0
Marion Mahony Griffin (Jarvis),2017-09-02,09/02/2017 12:00:00 AM,686.2,87.2,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,18.67,48,,0.0,,,85,2.5,3.0,997.0,0
Osterman,2017-09-02,09/02/2017 12:00:00 AM,218.5,134.7,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,18.67,48,,0.0,,,85,2.5,3.0,997.0,0
Rogers,2017-09-02,09/02/2017 12:00:00 AM,3325.4,108.6,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,18.67,48,,0.0,,,85,2.5,3.0,997.0,0
Foster,2017-09-03,09/03/2017 12:00:00 AM,263.7,85.9,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,16.78,76,,0.0,,,212,1.6,1.7,991.2,0
Hartigan (Albion),2017-09-03,09/03/2017 12:00:00 AM,184.1,49.9,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,16.78,76,,0.0,,,212,1.6,1.7,991.2,0
Howard,2017-09-03,09/03/2017 12:00:00 AM,69.3,64.4,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,16.78,76,,0.0,,,212,1.6,1.7,991.2,0
Marion Mahony Griffin (Jarvis),2017-09-03,09/03/2017 12:00:00 AM,181.3,26.6,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,16.78,76,,0.0,,,212,1.6,1.7,991.2,0
Osterman,2017-09-03,09/03/2017 12:00:00 AM,94.4,55.4,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,16.78,76,,0.0,,,212,1.6,1.7,991.2,0
Rogers,2017-09-03,09/03/2017 12:00:00 AM,185.4,28.6,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,16.78,76,,0.0,,,212,1.6,1.7,991.2,0
Foster,2017-09-04,09/04/2017 12:00:00 AM,25.1,140.1,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,22.0,52,,0.0,,,197,2.9,3.4,990.5,0
Hartigan (Albion),2017-09-04,09/04/2017 12:00:00 AM,485.1,72.7,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,22.0,52,,0.0,,,197,2.9,3.4,990.5,0
Howard,2017-09-04,09/04/2017 12:00:00 AM,400.4,90.5,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,22.0,52,,0.0,,,197,2.9,3.4,990.5,0
Marion Mahony Griffin (Jarvis),2017-09-04,09/04/2017 12:00:00 AM,79.0,60.0,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,22.0,52,,0.0,,,197,2.9,3.4,990.5,0
Osterman,2017-09-04,09/04/2017 12:00:00 AM,83.4,136.2,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,22.0,52,,0.0,,,197,2.9,3.4,990.5,0
Rogers,2017-09-04,09/04/2017 12:00:00 AM,184.3,79.3,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,22.0,52,,0.0,,,197,2.9,3.4,990.5,0
Foster,2018-05-30,05/30/2018 12:00:00 PM,246.2,397.8,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.28,80,,0.0,,,356,1.5,1.6,982.4,0
Osterman,2018-05-30,05/30/2018 12:00:00 PM,4657.0,391.3,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.28,80,,0.0,,,356,1.5,1.6,982.4,0
Foster,2018-06-01,06/01/2018 12:00:00 AM,1021.0,373.7,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.89,80,,0.0,,,322,0.9,1.0,985.8,0
Hartigan (Albion),2018-06-01,06/01/2018 12:00:00 AM,427.8,227.3,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.89,80,,0.0,,,322,0.9,1.0,985.8,0
Howard,2018-06-01,06/01/2018 12:00:00 AM,65.8,238.9,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.89,80,,0.0,,,322,0.9,1.0,985.8,0
Marion Mahony Griffin (Jarvis),2018-06-01,06/01/2018 12:00:00 AM,459.1,276.5,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,19.89,80,,0.0,,,322,0.9,1.0,985.8,0
Osterman,2018-06-01,06/01/2018 12:00:00 AM,154.0,362.4,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,19.89,80,,0.0,,,322,0.9,1.0,985.8,0
Rogers,2018-06-01,06/01/2018 12:00:00 AM,945.1,287.2,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,19.89,80,,0.0,,,322,0.9,1.0,985.8,0
Foster,2018-06-08,06/08/2018 12:00:00 AM,62.3,52.3,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,14.78,74,,0.0,,,359,2.8,3.2,997.3,0
Hartigan (Albion),2018-06-08,06/08/2018 12:00:00 AM,125.7,49.6,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,14.78,74,,0.0,,,359,2.8,3.2,997.3,0
Howard,2018-06-08,06/08/2018 12:00:00 AM,256.2,73.9,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,14.78,74,,0.0,,,359,2.8,3.2,997.3,0
Marion Mahony Griffin (Jarvis),2018-06-08,06/08/2018 12:00:00 AM,31.5,28.4,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,14.78,74,,0.0,,,359,2.8,3.2,997.3,0
Osterman,2018-06-08,06/08/2018 12:00:00 AM,115.0,57.6,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,14.78,74,,0.0,,,359,2.8,3.2,997.3,0
Rogers,2018-06-08,06/08/2018 12:00:00 AM,194.3,32.5,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,14.78,74,,0.0,,,359,2.8,3.2,997.3,0
Foster,2018-06-09,06/09/2018 12:00:00 AM,85.4,102.7,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,12.67,78,,0.0,,,10,2.0,2.2,996.3,0
Hartigan (Albion),2018-06-09,06/09/2018 12:00:00 AM,29.3,92.3,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,12.67,78,,0.0,,,10,2.0,2.2,996.3,0
Howard,2018-06-09,06/09/2018 12:00:00 AM,30.9,95.2,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,12.67,78,,0.0,,,10,2.0,2.2,996.3,0
Marion Mahony Griffin (Jarvis),2018-06-09,06/09/2018 12:00:00 AM,393.1,47.1,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,12.67,78,,0.0,,,10,2.0,2.2,996.3,0
Osterman,2018-06-09,06/09/2018 12:00:00 AM,32.7,107.8,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,12.67,78,,0.0,,,10,2.0,2.2,996.3,0
Rogers,2018-06-09,06/09/2018 12:00:00 AM,408.9,70.7,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,12.67,78,,0.0,,,10,2.0,2.2,996.3,0
Foster,2018-06-10,06/10/2018 12:00:00 AM,58.1,333.4,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,14.06,91,,0.0,,,52,0.8,0.9,990.9,0
Hartigan (Albion),2018-06-10,06/10/2018 12:00:00 AM,115.4,211.9,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,14.06,91,,0.0,,,52,0.8,0.9,990.9,0
Howard,2018-06-10,06/10/2018 12:00:00 AM,170.6,221.0,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,14.06,91,,0.0,,,52,0.8,0.9,990.9,0
Marion Mahony Griffin (Jarvis),2018-06-10,06/10/2018 12:00:00 AM,24.6,256.0,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,14.06,91,,0.0,,,52,0.8,0.9,990.9,0
Osterman,2018-06-10,06/10/2018 12:00:00 AM,104.2,310.5,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,14.06,91,,0.0,,,52,0.8,0.9,990.9,0
Rogers,2018-06-10,06/10/2018 12:00:00 AM,1776.6,268.1,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,14.06,91,,0.0,,,52,0.8,0.9,990.9,0
Foster,2018-06-11,06/11/2018 12:00:00 AM,61.2,210.5,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,15.28,91,,0.0,,,71,4.0,4.4,989.2,0
Hartigan (Albion),2018-06-11,06/11/2018 12:00:00 AM,307.7,106.9,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,15.28,91,,0.0,,,71,4.0,4.4,989.2,0
Howard,2018-06-11,06/11/2018 12:00:00 AM,152.7,133.5,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,15.28,91,,0.0,,,71,4.0,4.4,989.2,0
Marion Mahony Griffin (Jarvis),2018-06-11,06/11/2018 12:00:00 AM,110.7,108.2,42.0161,-87.6647,"(42.0161, -87.6647)",Foster Weather Station,15.28,91,,0.0,,,71,4.0,4.4,989.2,0
Osterman,2018-06-11,06/11/2018 12:00:00 AM,69.5,227.8,41.9877,-87.6545,"(41.9877, -87.6545)",Foster Weather Station,15.28,91,,0.0,,,71,4.0,4.4,989.2,0
Rogers,2018-06-11,06/11/2018 12:00:00 AM,376.1,113.0,42.0213,-87.6666,"(42.0213, -87.6666)",Foster Weather Station,15.28,91,,0.0,,,71,4.0,4.4,989.2,0
Foster,2018-06-13,06/13/2018 12:00:00 AM,111.5,298.3,41.9785,-87.6515,"(41.9785, -87.6515)",Foster Weather Station,19.56,90,,0.0,,,166,0.8,1.1,988.8,0
Hartigan (Albion),2018-06-13,06/13/2018 12:00:00 AM,86.5,200.3,42.0027,-87.6564,"(42.0027, -87.6564)",Foster Weather Station,19.56,90,,0.0,,,166,0.8,1.1,988.8,0
Howard,2018-06-13,06/13/2018 12:00:00 AM,3439.8,226.2,42.0188,-87.6663,"(42.0188, -87.6663)",Foster Weather Station,19.56,90,,0.0,,,166,0.8,1.1,988.8,0
